Date,Return_Communication,Return_Consumer_Dis,Return_Energy,Return_Financials,Return_Health,Return_Industrials,Return_Information,Return_Consumer_st,Return_Consumer_Dis_y,Return_Estate,Sentiment,sentimentMA7,Mkt.RF,SMB,HML,RMW,CMA,RF 
9/18/14,0.00662461,0.004039006,-0.004778285,0.012578782,0.00783615,0.004008278,0.006536313,0.002139954,0.004039006,-0.006805834,0.27073783,0.221655611,0.5,0,0.03,-0.12,-0.04,0
9/19/14,0.010656854,0.00090978,2.92E-05,-0.006269613,0.000971889,-0.001128368,-0.003644297,0.002178045,0.00090978,0.000151745,0.295230288,0.232913256,-0.18,-0.96,0.05,0.2,-0.04,0
9/22/14,-0.00123335,-0.014656751,-0.013673265,-0.006309169,-0.00561803,-0.011095755,-0.007645263,-0.001536951,-0.014656751,-0.007309863,0.095174261,0.222828693,-0.97,-0.54,0.13,0.44,0.21,0
9/23/14,-0.006003422,-0.007985395,-0.003158108,-0.006349228,-0.005784358,-0.00845767,-0.002082894,-0.009379462,-0.007985395,-0.004903097,0.171372727,0.211870083,-0.62,-0.32,-0.05,-0.02,-0.26,0
9/24/14,0.003037161,0.010355481,0.000356342,0.006349228,0.016631678,0.004940529,0.006581002,0.012110189,0.010355481,-0.00122954,0.153909346,0.214846768,0.81,0.04,-0.92,0.09,-0.44,0
9/25/14,-0.00951411,-0.014483408,-0.015468698,-0.015949301,-0.015945471,-0.01502707,-0.023064222,-0.01260629,-0.014483408,-0.00570637,0.133668268,0.190293134,-1.62,0.13,0.15,0.3,0.26,0
9/26/14,0.004053006,0.010706172,0.012971633,0.009600074,0.003035189,0.008912832,0.01216781,0.003618042,0.010706172,0.009696859,0.347923303,0.209716575,0.85,-0.07,-0.27,0.08,-0.49,0
9/29/14,-0.00068474,-0.005914043,-0.004235462,-0.006389798,-0.001811947,-0.002874879,-0.000956451,-0.000430034,-0.005914043,0.000153163,0.143261379,0.191505653,-0.22,0.19,-0.44,0.16,-0.27,0
9/30/14,0.00335696,-0.005415015,-0.012118991,0,-0.005955526,-0.000829151,0.002351532,0.000193538,-0.005415015,-0.002760526,0.146092058,0.170200192,-0.4,-1.01,0.14,0.04,-0.01,0
10/1/14,-0.009916818,-0.012720197,-0.018843704,-0.012903405,-0.010351244,-0.018973476,-0.016578046,-0.006017164,-0.012720197,-0.00038401,-0.059322248,0.148129262,-1.39,-0.13,0.33,0.2,-0.05,0
10/2/14,-0.000815175,0.003824096,-0.00379935,0.003241494,-0.002228223,-0.001157511,0.000400493,0.001318677,0.003824096,0.000153622,0.214546136,0.154296892,0.15,0.98,-0.38,-0.32,-0.29,0
10/3/14,0.009676387,0.013026594,1.55E-05,0.012861914,0.019488352,0.013494884,0.007670749,0.011192503,0.013026594,0.007117468,0.252176675,0.168335082,1.08,-0.39,-0.41,-0.1,-0.11,0
10/6/14,0.004092014,-0.005600264,0.001283489,0,-0.003913215,-0.003301568,-0.00015284,0.000683381,-0.005600264,0.001067073,0.226967003,0.181663472,-0.26,-0.77,0.39,0.32,0.17,0
10/7/14,-0.007078577,-0.014727278,-0.013395037,-0.019355443,-0.0159584,-0.023940547,-0.016692357,-0.004900764,-0.014727278,-0.008107739,0.223836962,0.163936852,-1.56,-0.12,0.12,0.27,0.05,0
10/8/14,0.000996512,0.015529238,0.010020421,0.019355443,0.024851878,0.017504252,0.019561843,0.014059836,0.015529238,0.02014741,0.213132377,0.173918423,1.7,-0.02,-0.06,-0.01,-0.05,0
10/9/14,-0.018090946,-0.022929449,-0.03771528,-0.022618089,-0.020071624,-0.023415332,-0.01683011,-0.009372578,-0.022929449,-0.001205001,0.112455379,0.169113183,-2.17,-0.46,-0.4,0.4,-0.12,0
10/10/14,-0.006231342,-0.008787644,-0.0118404,-0.006557401,-0.007261322,-0.014874757,-0.028264767,0.004962895,-0.008787644,0.001280265,0.154772682,0.199698173,-1.3,-0.07,0.56,0.74,0.36,0
10/13/14,-0.012709588,-0.020762956,-0.028962138,-0.009917437,-0.024184589,-0.015614426,-0.012546894,-0.013928487,-0.020762956,-0.003543563,0.188445089,0.195969452,-1.59,1.31,0.5,-0.31,0.22,0
10/14/14,-0.000258431,0.006642678,-0.012336564,0.003316753,-0.007621665,0.012959547,0.002821513,-0.000689685,0.006642678,0.016182553,0.131244533,0.178693432,0.28,0.82,-0.12,0.02,0.08,0
10/15/14,-0.00297677,-0.007957726,0.004270035,-0.020067563,-0.008051482,-0.00166578,-0.007514762,-0.012234426,-0.007957726,-0.008208389,0.213814457,0.176814497,-0.53,1.64,-1.31,-0.49,-0.6,0
10/16/14,-0.005393651,0.001549696,0.016717218,0,-0.00502582,0.007152446,-0.005661129,-0.007294426,0.001549696,0.000973601,0.105528967,0.159913355,0.23,1.08,0.17,-0.42,0.11,0
10/17/14,0.010500485,0.010734725,0.00912039,0.01342302,0.01600581,0.01948838,0.011903165,0.011345748,0.010734725,0.007457712,0.234187828,0.162921276,1.14,-1.56,-0.1,0,0.28,0
10/20/14,0.007451695,0.013830841,0.007567275,0.006644543,0.011894287,0.00303914,0.006667816,0.014287499,0.013830841,0.012991989,0.221500422,0.17849914,0.94,0.13,-0.33,0.08,-0.33,0
10/21/14,0.007205974,0.018687894,0.028835676,0.019672766,0.026191301,0.021745304,0.021372295,0.003828431,0.018687894,0.011231157,0.022534059,0.159607908,1.98,-0.41,0.02,0.07,-0.13,0
10/22/14,-0.004585411,-0.008484188,-0.016710178,-0.009788006,-0.005481707,-0.013373683,-0.005532865,0.00128,-0.008484188,-0.002468778,0.153665194,0.154639351,-0.85,-0.55,0.21,0.11,0.19,0
10/23/14,-0.011685526,0.014041003,0.017694759,0.009788006,0.017337283,0.021587776,0.015173374,-0.000725132,0.014041003,0.007532447,0.167667371,0.159842614,1.29,0.45,-0.46,-0.32,-0.05,0
10/24/14,0.008168561,-0.00102837,-0.002845223,0.009693129,0.013733491,0.008925819,0.008040369,0.008159321,-0.00102837,0.000721293,0.130746121,0.147975709,0.66,-0.49,-0.11,-0.34,0.11,0
10/27/14,0.010133607,0.001832444,-0.02050389,0,0.001231976,-0.000345991,0.000384932,0.002472868,0.001832444,0.005178005,0.232334134,0.166090733,-0.17,0.07,-0.26,0.13,-0.02,0
10/28/14,0.009466779,0.010924702,0.022428084,0.012779727,0.007333867,0.016835595,0.014108961,0.003918682,0.010924702,0.002722065,0.274464398,0.171844528,1.37,1.56,-0.02,-0.38,-0.19,0
10/29/14,-0.00031412,-0.00327376,0.001603315,0,0.000289086,-0.004283848,-0.00164064,-0.001178203,-0.00327376,-0.004660676,0.248030497,0.175634539,-0.18,0.04,0.44,0.23,0.31,0
10/30/14,0.002823531,0.00658086,-0.003097822,0.006329135,0.017942722,0.003815863,0.002338614,0.005521338,0.00658086,0.009869207,0.15493216,0.194548554,0.6,0.21,-0.47,-0.43,0.09,0
10/31/14,0.007677221,0.009768997,0.020192524,0.012539349,0.005071579,0.010245427,0.017427047,0.006781102,0.009768997,0.008291745,0.08857391,0.185249799,1.23,0.32,0.19,0.18,-0.01,0
11/3/14,0.001801522,0.00017436,-0.017554797,0.003110422,0.00024392,-0.002171554,0.003986855,0.003549526,0.00017436,0.008993245,0.062941122,0.170288906,-0.01,-0.3,-0.06,0.03,0.14,0
11/4/14,-0.002112458,-0.012632301,-0.019501479,0,0.000872488,0.000506415,0.000460142,0.005372913,-0.012632301,0.000699203,0.201291633,0.180366836,-0.35,-0.05,-0.11,0.12,0.04,0
11/5/14,0.002112458,0.004184567,0.017325062,0.00619197,-0.00192562,0.0055537,0.002638016,0.007330704,0.004184567,-0.000839102,0.197596344,0.175404295,0.48,-0.42,0.86,0.3,0.78,0
11/6/14,-0.00835156,0.008709217,0.012721109,0,0.00566356,0.010932719,-0.000695879,0.002002985,0.008709217,-0.00631581,0.245079834,0.1712065,0.49,0.05,-0.48,0.13,-0.28,0
11/7/14,0.008041184,-0.001919135,0.009315187,0,-0.009461464,0.00097479,-0.000340713,0.002691572,-0.001919135,-0.00091559,0.289506617,0.17713166,0.09,0.02,0.44,-0.2,0.05,0
11/10/14,0.002046703,-0.000742472,-0.008357791,0.006153866,0.00992134,0.004797858,0.002648577,0.004267172,-0.000742472,0.007091481,0.298530944,0.197645772,0.33,0.15,-0.5,-0.27,-0.42,0
11/11/14,-0.000991818,0.00388096,0.002616388,-0.003072199,0.003531433,-0.001279934,0.000930514,-0.001785932,0.00388096,-0.003293741,0.289506617,0.226350444,0.1,0,-0.29,0.11,-0.26,0
11/12/14,0.007537879,0.005122428,-0.009290109,0,-0.001541078,0.000949785,0.002359326,0.00014218,0.005122428,-0.005631438,0.253099234,0.253515889,0.07,0.72,-0.28,0.19,0.07,0
11/13/14,0.007359287,0.006043619,-0.013546594,-0.003081667,-0.000994682,-0.002645122,0.005932644,0.004660407,0.006043619,0.005561241,0.184424571,0.251106309,-0.03,-0.91,-0.33,0.56,0.02,0
11/14/14,0.006395247,0.003780236,0.008273798,-0.003091193,-0.008353454,0.000661937,0.006145063,-0.006184813,0.003780236,-0.006762018,0.25254026,0.25895544,0.06,-0.13,0.14,0.02,-0.11,0
11/17/14,-0.00164059,-0.001072478,-0.004343579,0,0.004902663,-0.001034469,-0.001703987,0.006144381,-0.001072478,0.004442728,0.213206411,0.254402093,-0.05,-0.94,0.27,0,0.25,0
11/18/14,-0.002252596,0.001415428,0.000430426,0.003091193,0.015649931,0.007486037,0.003811745,0.003692759,0.001415428,0.005963047,0.238879015,0.247169579,0.51,-0.01,-0.36,-0.15,-0.02,0
11/19/14,-0.010661866,0.004447683,0.005578749,-0.003091193,-0.005320405,-0.002880542,-0.006453562,0.0043813,0.004447683,-0.005400301,0.304198469,0.247979225,-0.21,-0.87,-0.06,0.37,0.09,0
11/20/14,-0.004569037,0.00417306,0.010861191,0.003091193,-0.003961256,0.001811595,0.006395477,-0.004562593,0.00417306,0.00259859,0.278374896,0.246388979,0.31,0.86,-0.02,-0.05,-0.03,0
11/21/14,0.001051492,0.002292021,0.012124005,0.003081667,0.003923242,0.009742596,0.002103447,0.004442263,0.002292021,0.008798939,0.287781901,0.251343646,0.48,-0.36,-0.08,-0.08,0.04,0
11/24/14,-0.014132531,0.009367948,-0.007337885,0.006134989,0.00466496,0.002644374,0.006989299,-0.001063542,0.009367948,0.002361112,0.199271597,0.25346465,0.4,0.9,-0.57,-0.21,-0.07,0
11/25/14,-0.001568726,0.00234929,-0.016138769,0,0.000693459,0.001583274,0.000647356,0.001384389,0.00234929,0.003254738,0.196846016,0.245508329,-0.08,0.05,-0.04,0.09,0.16,0
11/26/14,0.012233332,0.000293274,-0.011114149,0,0.007008406,-0.001481707,0.008905237,0.003302744,0.000293274,0.007370448,0.281024054,0.255196564,0.3,0.03,-0.46,-0.19,-0.2,0
11/28/14,0.008708866,0.011578156,-0.064695673,0.003053437,0.005827937,-0.008588296,0.003727472,0.012096561,0.011578156,0.003767515,0.140119787,0.241088103,-0.35,-1.02,-1.02,0.63,-0.03,0
12/1/14,-0.009764013,-0.010908139,0.007091019,-0.009188426,-0.001967965,-0.013011968,-0.011138199,-0.006139241,-0.010908139,-0.000683948,0.185091632,0.22407284,-0.9,-0.87,0.61,0.13,0.51,0
12/2/14,-0.018173203,0.003551956,0.013228688,0.009188426,0.010961188,0.007773935,0.002567064,0.003648481,0.003551956,0.001845586,0.193245574,0.211911509,0.65,0.46,0.05,-0.47,0.03,0
12/3/14,-0.008000043,0.001916987,0.011582401,0.006079046,0.001503352,0.012830527,0.004572808,-0.008008389,0.001916987,-0.002324628,0.35498754,0.221512314,0.46,0.46,0.3,-0.16,0.04,0
12/4/14,-0.001722653,-0.001166424,-0.008085221,0,-0.001244417,-0.004564915,0.001054492,-0.000938171,-0.001166424,0.00116299,0.08812988,0.205634926,-0.17,-0.35,0.08,0.07,-0.18,0
12/5/14,-0.001789595,0.002539393,-0.011998127,0.009049836,0.007639156,0.001693895,-0.001610685,0.001396955,0.002539393,-0.00679178,0.240562681,0.211880164,0.25,0.57,0.25,-0.64,0.16,0
12/8/14,0.000831282,-0.008475865,-0.039834226,0.005988042,0.003273565,-0.011051649,-0.012271854,-0.002296029,-0.008475865,0.007270265,0.195354085,0.199641597,-0.82,-0.56,0.27,0,0.08,0
12/9/14,-0.032679037,-0.001468645,0.008513522,-0.002989539,-0.003775318,0.000886169,0.004696874,-0.003143114,-0.001468645,0.003615407,0.191018745,0.206912877,0.13,1.67,-0.29,-0.45,-0.34,0
12/10/14,-0.014501684,-0.01429502,-0.031289092,-0.015083242,-0.015979019,-0.019091376,-0.016492649,-0.009974994,-0.01429502,-0.001021903,0.185638496,0.206991,-1.72,-0.62,-0.1,0.12,0.16,0
12/11/14,0.005879226,0.00700387,0.000341896,0.003034904,0.002645816,0.004629492,0.005043301,0.007847291,0.00700387,-0.000886495,0.332420666,0.226873156,0.49,-0.06,-0.2,0.19,0.02,0
12/12/14,-0.018963651,-0.006237423,-0.021679094,-0.018349139,-0.016422209,-0.018860921,-0.015753203,-0.012658653,-0.006237423,-0.009390384,0.322085749,0.2221729,-1.55,0.45,-0.58,0.21,-0.29,0
12/15/14,-0.000203687,-0.005805532,-0.007140713,-0.009302393,-0.007709533,-0.00245221,-0.00594045,-0.006594754,-0.005805532,-0.008576026,0.167972275,0.233578957,-0.68,-0.24,0.11,0.68,0.16,0
12/16/14,0.000339455,-0.015967197,0.006938449,-0.00938974,-0.012802569,-4.27E-05,-0.014818856,-0.004455082,-0.015967197,-0.006131142,0.514489142,0.272711308,-0.8,0.7,0.6,-0.11,0.45,0
12/17/14,0.01836148,0.019087591,0.041355146,0.0217738,0.018846108,0.009011942,0.019000109,0.014199125,0.019087591,0.01951619,0.286603958,0.285747004,2.15,0.9,-0.1,-0.44,-0.42,0
12/18/14,0.018226748,0.015751691,0.021021428,0.024317308,0.027336838,0.024392728,0.02992433,0.020023363,0.015751691,0.010024292,0.187234792,0.28520644,2.36,-0.91,-0.21,-0.42,-0.23,0
12/19/14,0.000261729,0.003606479,0.030726108,0,0.004109049,0.005292816,0.00090427,-0.00205014,0.003606479,0.001559375,0.321223998,0.304575797,0.43,-0.22,0.19,-0.48,0.01,0
12/22/14,0.010154354,0.009374483,-0.009832888,0.005988042,-0.011597687,0.009078517,0.010773737,0.007780133,0.009374483,0.015661554,0.172180975,0.281684413,0.37,0.19,-0.04,0.18,0.08,0
12/23/14,0.003878229,0.005871425,0.012493332,0.005952399,-0.022276429,0.004488274,0.002763862,0.007465,0.005871425,-0.002871934,0.3016557,0.278765834,0.21,-0.12,1.06,0.59,0.62,0
12/24/14,-0.000709884,-0.001815631,-0.008120577,-0.00297177,0.00661318,0.00052671,-0.000948773,-0.001728337,-0.001815631,-0.005230699,0.245926548,0.289902159,0.07,0.34,-0.17,-0.12,-0.07,0
12/26/14,0.005215555,0.005601333,-0.000690939,0,0.007556474,4.05E-05,0.004100163,0.00194417,0.005601333,0.002886974,0.126787038,0.234516144,0.39,0.34,-0.32,-0.08,-0.18,0
12/29/14,-0.004247657,0.006713083,0.00264321,0.00297177,0.002568452,0.000141753,-0.004908037,-0.003616427,0.006713083,0.003079191,0.222392421,0.225343067,0.13,0.21,0.57,0.18,0.17,0
12/30/14,-0.003877226,-0.003801276,-0.006257347,0,-0.004080187,-0.004749542,-0.007014777,-0.004143489,-0.003801276,-0.002744037,0.1797014,0.224266869,-0.48,0.07,0.35,-0.07,0.3,0
12/31/14,-0.012378008,-0.003569161,-0.007574507,-0.01194044,-0.009838184,-0.01030705,-0.012052233,-0.012314275,-0.003569161,-0.015534555,0.007661866,0.179472278,-0.93,0.47,-0.39,-0.14,-0.22,0
1/2/15,0.005230479,-0.00725956,0.004303789,0,0.003906649,-0.001501733,-0.001489656,-0.003509092,-0.00725956,0.013790525,0.137561124,0.174526585,-0.11,-0.56,0.09,-0.25,0.1,0
1/5/15,-0.010159026,-0.02007092,-0.040742783,-0.021245109,-0.006118773,-0.02347511,-0.017815371,-0.007723136,-0.02007092,0.001811048,0.346889995,0.180988627,-1.84,0.26,-0.63,0.16,-0.13,0
1/6/15,0.003485355,-0.009463458,-0.013187708,-0.015456258,-0.002673714,-0.011915504,-0.01230429,-0.00014171,-0.009463458,0.010599039,0.31044788,0.190205961,-1.04,-0.78,-0.26,0.53,0.04,0
1/7/15,-0.013548999,0.015191237,0.003398079,0.009302393,0.022446068,0.006081502,0.008614085,0.017301331,0.015191237,0.015070536,0.303941396,0.215513726,1.19,0.16,-0.65,0.23,-0.14,0
1/8/15,0.015319898,0.014757031,0.021810441,0.015314235,0.017049851,0.019731544,0.022460368,0.015009663,0.014757031,0.005146759,0.271861502,0.222580738,1.81,-0.09,-0.27,0.11,-0.2,0
1/9/15,-0.006640611,-0.011486725,-0.007927363,-0.012232568,-0.008119622,-0.010951227,-0.002809113,-0.008069321,-0.011486725,0.001428572,0.298851565,0.23960219,-0.85,-0.02,-0.5,-0.12,-0.18,0
1/12/15,0.005591568,-0.004741234,-0.028432517,-0.009273637,-0.000676544,-0.006620307,-0.013532954,-0.00344432,-0.004741234,0.005048554,0.28573579,0.279327036,-0.79,0.34,-0.37,0.15,0.2,0
1/13/15,0.001180096,-0.001178303,-0.007291008,-0.003110422,-0.004872312,-0.001948039,-0.000646916,-0.000138813,-0.001178303,-0.002974268,0.324926986,0.306093588,-0.19,0.25,0.03,0.46,0.03,0
1/14/15,-0.004202239,-0.011561802,0.001258355,-0.01569891,-0.000977318,-0.00573908,-0.005323515,-0.002641118,-0.011561802,0.0056822,0.321928095,0.302527602,-0.6,0.27,-0.5,0.19,-0.14,0
1/15/15,-6.58E-05,-0.012602507,-0.012138697,-0.012739026,-0.010763965,-0.005750767,-0.014731229,0.00149021,-0.012602507,0.002379499,0.295874145,0.30044564,-1.08,-0.94,0.63,0.68,0.59,0
1/16/15,0.016381505,0.013070961,0.031416577,0.012739026,0.018997913,0.006752162,0.009096743,0.007811999,0.013070961,0.007296032,0.199229535,0.285486803,1.36,0.5,-0.14,-0.3,-0.1,0
1/20/15,0.004392204,-0.006492697,0.000964923,-0.003169575,-0.000749096,0.007721718,0.008159684,0.003579017,-0.006492697,-0.006461335,,0.287757686,0.11,-0.75,-0.55,0,-0.53,0
1/21/15,0.001802962,0.006194616,0.018141288,0.003169575,0.001092755,0.007201092,0.001459047,0.002979284,0.006194616,-0.003149811,0.366651413,0.299057661,0.42,-0.92,0.55,0.18,-0.01,0
1/22/15,-0.005548043,0.018816739,0.005753826,0.02191011,0.012620964,0.016149523,0.019354361,0.01070674,0.018816739,0.020330178,0.367269428,0.3126466,1.58,0.46,0.41,0.05,-0.12,0
1/23/15,-0.011974632,-0.001589493,-0.009039055,-0.009331327,-0.004737043,-0.007813268,0.001659775,-0.010687169,-0.001589493,-6.31E-05,0.201669481,0.292103683,-0.47,0.43,-0.82,-0.04,-0.59,0
1/26/15,-0.004330431,0.005718714,0.013805857,0.00623055,0.004446179,0.001642327,-0.004379094,-0.000176155,0.005718714,0.007667689,0.268158891,0.283142149,0.42,0.57,-0.05,-0.45,-0.09,0
1/27/15,-0.011440789,-0.007897912,-0.001737077,-0.012500163,-0.007555654,-0.013025346,-0.033281922,-0.012329301,-0.007897912,-0.001754606,0.331842576,0.289136887,-1.21,0.75,0.23,-0.39,0.5,0
1/28/15,-0.005937111,-0.013516002,-0.039487796,-0.019048195,-0.014702076,-0.009493776,-0.000659087,-0.011540544,-0.013516002,-0.008250196,0.398717955,0.322384957,-1.39,-0.18,-0.77,0.54,-0.18,0
1/29/15,0.003273107,0.013096381,0.001716708,0.009569451,0.008503127,0.011742975,0.010716012,0.007708476,0.013096381,0.000695388,0.326284609,0.32294205,0.98,0.2,0,0.08,-0.33,0
1/30/15,-0.005483496,-0.010845132,0.007357405,-0.016000341,-0.015455416,-0.01636379,-0.014393894,-0.018957914,-0.010845132,-0.018432232,0.134321556,0.289752071,-1.3,-0.82,0.03,-0.12,-0.45,0
2/2/15,0.024049654,0.008870549,0.029544012,0.016000341,0.006171169,0.014850867,0.010353484,0.013032059,0.008870549,0.001158003,,0.276832511,1.25,-0.39,1,0.05,0.18,0
2/3/15,0.021564702,0.021303073,0.027393331,0.015748357,0.006503083,0.015627763,0.01026212,0.00846897,0.021303073,0.007749743,0.155372093,0.26911628,1.49,0.25,0.51,0.09,0.44,0
2/4/15,0.000832506,0.006646996,-0.016249419,-0.003129893,-0.013573241,-0.008127676,0.001222053,0.000932179,0.006646996,-0.004347833,0.362755332,0.284882354,-0.35,-0.1,-0.21,0.28,-0.14,0
2/5/15,0.002365654,0.005993535,0.014368333,0.009360443,0.016280668,0.00969984,0.009096232,0.004233439,0.005993535,0.011911348,0.292122804,0.278262392,1.1,0.44,-0.16,-0.49,-0.2,0
2/6/15,0.0183503,-0.00138307,-0.002632676,0.00619197,-0.008478968,-0.002276303,-0.006333718,-0.004689503,-0.00138307,-0.027865182,0.258975219,0.254971936,-0.2,0.07,0.38,-0.19,-0.09,0
2/9/15,-0.002636867,-0.003547766,0.001784182,-0.003091193,-0.01149352,-0.00273842,-0.001497864,-0.006945924,-0.003547766,-0.003914155,0.363183862,0.261121811,-0.46,-0.37,0.09,0,0,0
2/10/15,0.008076931,0.012221269,-0.001937261,0.006172859,0.015476603,0.005841186,0.015746979,0.011280032,0.012221269,0.004760206,0.425613402,0.309670452,1.04,-0.36,-0.7,0.1,-0.43,0
2/11/15,-0.001997504,0.000282446,-0.006587504,0,0.001122785,-0.00070245,0.004229679,0.005710476,0.000282446,-0.004106782,0.263034406,0.30300816,0.03,-0.17,-0.33,0.1,-0.08,0
2/12/15,-0.001313034,0.011392478,0.013283977,0.012232568,0.00334852,0.008601938,0.016260289,0.004545017,0.011392478,0.009556387,0.268742752,0.319203968,1,0.17,-0.09,-0.16,-0.15,0
2/13/15,-0.001440065,0.005687596,0.019343999,-0.003044142,0.005050763,0.00468136,0.007089624,-0.005036017,0.005687596,-0.006686383,0.243366579,0.302148432,0.47,0.15,-0.29,-0.3,-0.22,0
2/17/15,-0.000814868,-0.001786317,0.00145734,0.006079046,0.006350698,0.001650619,-4.22E-05,-0.000117876,-0.001786317,-0.002282287,0.33400912,0.308132191,0.17,-0.01,0,-0.18,-0.16,0
2/18/15,-0.008122192,-0.001113099,-0.014669864,-0.009132484,0.001651147,0.005036873,0.001560929,0.004586894,-0.001113099,0.008191971,0.301596449,0.314220939,0.03,0.24,-0.81,0.3,-0.16,0
2/19/15,-0.005388115,0.003018391,-0.007839475,-0.00306279,0.000909394,-0.0001013,0.003982672,-0.006218938,0.003018391,-0.021797623,0.278336628,0.302099905,-0.01,0.21,-0.35,-0.05,-0.38,0
2/20/15,0.000698923,0.007506356,-0.002983306,0.009160369,0.010237084,0.00923673,0.006264365,0.002829801,0.007506356,0.010008644,0.359624219,0.292672879,0.61,-0.43,-0.26,-0.07,-0.09,0
2/23/15,-0.005796748,-0.000590563,-0.004201866,-0.003044142,0.003460936,-0.004043173,0.001570394,0.00274354,-0.000590563,0.006855827,0.291826075,0.296785975,-0.08,0.04,-0.38,0.38,-0.21,0
2/24/15,0.006050781,0.003930514,0.001924502,0.003044142,-0.00058596,0.00305903,0.00159566,0.003087267,0.003930514,-0.021374659,0.339035953,0.30682786,0.32,-0.01,0.69,-0.22,0.35,0
2/25/15,0.00183981,0.007853904,0.004159916,0,0.000131572,-0.000442176,-0.00671895,-0.002656822,0.007853904,0.002456596,0.43227509,0.333814791,0.02,0.19,-0.51,-0.55,-0.22,0
2/26/15,0.004931725,-0.003860632,-0.01781335,-0.003044142,0.002520443,-0.004816276,0.006663492,0.000899421,-0.003860632,-0.00839054,0.270391526,0.324726563,-0.08,0.52,-0.49,-0.18,-0.35,0
2/27/15,0.002519686,-0.001251075,-0.003888467,-0.003053437,-0.004603702,-0.004352542,-0.005324449,0.004193124,-0.001251075,0.007328969,0.282586975,0.322010924,-0.36,-0.22,0.22,0.05,0.32,0
3/2/15,0.000817533,0.01189981,-0.006950385,0.009132484,0.008437861,0.00838448,0.009682417,0.001827763,0.01189981,0.004569998,0.273005947,0.321249398,0.62,0.2,-0.43,0.04,0.08,0
3/3/15,-0.00144686,-0.002399661,0.002264178,-0.003034904,-0.008569708,-0.006823485,-0.0079833,-0.004400062,-0.002399661,-0.003508427,0.283213209,0.310333539,-0.43,-0.3,0.3,-0.08,0,0
3/4/15,-0.011969365,-0.006180417,-0.002054962,-0.009160369,0.003935906,-0.007951964,-0.003261509,-0.00781583,-0.006180417,-0.009528006,0.396986916,0.325356517,-0.41,0.1,-0.4,-0.04,-0.26,0
3/5/15,-0.001019888,0.001285873,-0.006207887,0.006116227,0.003920475,0.001265151,-0.001229308,0.003357124,0.001285873,0.005141743,0.453399669,0.34169419,0.15,0.21,-0.43,-0.52,-0.17,0
3/6/15,-0.014777012,-0.012499918,-0.016662041,-0.009188426,-0.019309189,-0.01350928,-0.011570575,-0.019414243,-0.012499918,-0.030499034,0.487232454,0.349545242,-1.29,0.29,0.43,-0.11,0,0
3/9/15,-0.002722148,0.005309016,-0.006926512,0.006134989,0.00532077,0.008603,0.004908885,0.004506129,0.005309016,0.007388691,0.369769769,0.363742134,0.37,0.09,-0.02,0.26,-0.03,0
3/10/15,-0.01569891,-0.016690124,-0.01432653,-0.021639175,-0.01147486,-0.018553331,-0.022109623,-0.015012558,-0.016690124,-0.004782737,0.376582299,0.377170038,-1.63,0.43,-0.47,0.09,-0.13,0
3/11/15,0.000131848,-0.00475725,0.002002112,0.00623055,-0.000414877,-0.000793634,-0.006958207,-0.007805333,-0.00475725,-0.000479534,0.294746572,0.380275841,-0.04,0.62,0.52,-0.47,-0.04,0
3/12/15,0.017836033,0.019955833,-0.004647399,0.021506205,0.012685416,0.012581916,0.005273626,0.013042213,0.019955833,0.016715752,0.318778859,0.385356648,1.28,0.4,0.5,-0.06,0.22,0
3/13/15,-0.005323996,-0.007253836,-0.004669098,-0.00609758,-0.001579922,-0.0092029,-0.00525914,-0.007501245,-0.007253836,-0.003713084,0.264338494,0.366406874,-0.57,0.19,-0.03,-0.11,-0.13,0
3/16/15,0.008362825,0.010861117,0.013363065,0.009132484,0.021646926,0.016234324,0.012052069,0.011931131,0.010861117,0.012435045,0.390920184,0.357481233,1.23,-0.78,-0.42,-0.1,-0.14,0
3/17/15,-0.004140257,-0.005179732,-0.00522915,0,-0.002767726,-0.004064796,0.00055804,-0.007125468,-0.005179732,-0.004083141,0.487568917,0.357529299,-0.2,0.52,-0.02,-0.01,-0.31,0
3/18/15,0.015566018,0.008735048,0.028586961,0.003025721,0.012804242,0.011535286,0.012594338,0.006164988,0.008735048,0.020448166,0.224071243,0.336715224,1.08,-0.49,0,0.16,-0.02,0
3/19/15,-0.00839614,-0.001756544,-0.017075522,-0.009104767,0.005318107,-0.00685605,-0.001710671,-0.004595034,-0.001756544,-0.002566213,0.327251717,0.329667998,-0.36,0.79,-1.1,0.11,-0.42,0
3/20/15,0.004174835,0.010647907,0.013619757,0.012121361,0.0078091,0.005146439,0.0052781,0.011994866,0.010647907,0.022604617,0.267846158,0.325825082,0.81,-0.1,0.54,0.45,0.25,0
3/23/15,0.001409082,-0.001199018,-0.001776831,-0.003016594,-0.00283157,-0.007544891,0.000886356,0.002639493,-0.001199018,-0.000515431,0.228631038,0.312946822,-0.19,0.2,0.23,0.18,0.31,0
3/24/15,-0.005262157,-0.005043853,-0.008124682,-0.009104767,-0.008683224,-0.003721795,-0.002929373,-0.00666172,-0.005043853,-0.006595136,0.39887737,0.332166661,-0.51,0.52,-0.28,0.1,-0.2,0
3/25/15,-0.014452149,-0.016273912,0.01211812,-0.015361285,-0.018535087,-0.016994987,-0.027018626,-0.00209717,-0.016273912,-0.018198984,0.281382721,0.316518452,-1.56,-0.88,1.04,0.34,0.52,0
